DexId,Name,Types,Weaknesses,Resistances,Immunities,Locations
61,Poliwhirl,water,"electric,grass","fire,ice,steel,water",none,"sinnoh-route-225-area (diamond, pearl),sinnoh-route-227-area (diamond, pearl, platinum),sinnoh-route-228-area (diamond, pearl, platinum),johto-route-30-area (gold, silver, crystal, heartgold, soulsilver),johto-route-31-area (gold, silver, crystal, heartgold, soulsilver),violet-city-area (gold, silver, crystal, heartgold, soulsilver),ecruteak-city-area (gold, silver, crystal, heartgold, soulsilver),johto-route-44-area (gold, silver, crystal, heartgold, soulsilver),mt-silver-outside (gold, silver, crystal, heartgold, soulsilver),viridian-city-area (gold, silver, crystal, firered, leafgreen, heartgold, soulsilver),celadon-city-area (red, blue),kanto-route-28-area (gold, silver, crystal, heartgold, soulsilver),kanto-route-6-area (firered, leafgreen),kanto-route-10-area (red, blue),kanto-route-22-area (yellow, gold, silver, crystal, firered, leafgreen, heartgold, soulsilver),kanto-route-25-area (firered, leafgreen),cerulean-cave-1f (firered, leafgreen, heartgold, soulsilver),cerulean-cave-2f (heartgold, soulsilver),cerulean-cave-b1f (firered, leafgreen, heartgold, soulsilver),kanto-route-23-area (yellow, firered, leafgreen),icefall-cave-entrance (firered, leafgreen),cape-brink-area (firered, leafgreen),ruin-valley-area (firered, leafgreen),four-island-area (firered, leafgreen),unova-victory-road-unknown-area-53 (black, white),unova-victory-road-unknown-area-58 (black, white),giant-chasm-area (black, white, black-2, white-2),giant-chasm-forest-cave (black, white),wellspring-cave-area (black, white, black-2, white-2),unova-route-6-area (black, white, black-2, white-2),challengers-cave-b2f (black, white),lostlorn-forest-area (black-2, white-2),unova-victory-road-2-unknown-area-71 (black-2, white-2),unova-victory-road-2-unknown-area-73 (black-2, white-2),unova-victory-road-2-unknown-area-75 (black-2, white-2),unova-victory-road-2-unknown-area-78 (black-2, white-2),unova-victory-road-2-unknown-area-79 (black-2, white-2),floccesy-ranch-outer (black-2, white-2),floccesy-ranch-inner (black-2, white-2),relic-passage-relic-castle-entrance (black-2, white-2),clay-tunnel-area (black-2, white-2),unova-route-19-area (black-2, white-2),unova-route-20-area (black-2, white-2),unova-route-23-area (black-2, white-2),couriway-town-area (x, y),laverre-city-area (x, y),kalos-route-14-area (x, y),kalos-route-15-area (x, y),kalos-route-16-area (x, y),kalos-route-19-area (x, y),kalos-route-21-area (x, y),frost-cavern-unknown-area-313 (x, y),frost-cavern-unknown-area-315 (x, y),pokemon-village-area (x, y),kalos-victory-road-unknown-area-322 (x, y),kalos-victory-road-unknown-area-327 (x, y),kalos-victory-road-unknown-area-328 (x, y)"
62,Poliwrath,"water,fighting","electric,fairy,flying,grass,psychic","bug,dark,fire,ice,rock,steel,water",none,"unova-victory-road-unknown-area-53 (black, white),unova-victory-road-unknown-area-58 (black, white),giant-chasm-area (black, white, black-2, white-2),giant-chasm-forest-cave (black, white),wellspring-cave-area (black, white, black-2, white-2),challengers-cave-b2f (black, white),unova-victory-road-2-unknown-area-71 (black-2, white-2),unova-victory-road-2-unknown-area-75 (black-2, white-2),unova-victory-road-2-unknown-area-78 (black-2, white-2),relic-passage-relic-castle-entrance (black-2, white-2),clay-tunnel-area (black-2, white-2),unova-route-23-area (black-2, white-2),kalos-victory-road-unknown-area-328 (x, y)"
63,Abra,psychic,"bug,dark,ghost","fighting,psychic",none,"sinnoh-route-203-area (diamond, pearl, platinum),sinnoh-route-215-area (diamond, pearl, platinum),johto-route-34-area (gold, silver, crystal, heartgold, soulsilver),johto-route-35-area (gold, silver, crystal, heartgold, soulsilver),kanto-route-5-area (yellow, gold, silver, crystal, heartgold, soulsilver),kanto-route-6-area (yellow, gold, silver, heartgold, soulsilver),kanto-route-7-area (yellow, crystal),kanto-route-8-area (yellow, gold, silver, crystal, heartgold, soulsilver),kanto-route-24-area (red, blue, gold, silver, crystal, firered, leafgreen, heartgold, soulsilver),kanto-route-25-area (red, blue, gold, silver, firered, leafgreen, heartgold, soulsilver),granite-cave-1f (ruby, sapphire, emerald),granite-cave-b1f (ruby, sapphire, emerald),granite-cave-b2f (ruby, sapphire, emerald),granite-cave-1fsmall-room (ruby, sapphire, emerald),hoenn-route-116-area (emerald),kalos-route-5-area (x, y)"
64,Kadabra,psychic,"bug,dark,ghost","fighting,psychic",none,"sinnoh-victory-road-2f (diamond, pearl),sinnoh-route-215-area (diamond, pearl, platinum),kanto-route-8-area (yellow, gold, silver, crystal, heartgold, soulsilver),cerulean-cave-1f (red, blue),cerulean-cave-2f (red, blue, firered, leafgreen, heartgold, soulsilver),cerulean-cave-b1f (firered, leafgreen, heartgold, soulsilver)"
67,Machoke,fighting,"fairy,flying,psychic","bug,dark,rock",none,"mt-coronet-2f (diamond, pearl, platinum),mt-coronet-3f (diamond, pearl, platinum),mt-coronet-snowfall (diamond, pearl, platinum),mt-coronet-blizzard (diamond, pearl, platinum),mt-coronet-4f (diamond, pearl, platinum),mt-coronet-5f (diamond, pearl, platinum),mt-coronet-6f (diamond, pearl, platinum),mt-coronet-7f (diamond, pearl, platinum),mt-coronet-cave (diamond, pearl, platinum),mt-coronet-route-216 (diamond, pearl, platinum),mt-coronet-b1f (diamond, pearl, platinum),sinnoh-victory-road-1f (diamond, pearl),sinnoh-victory-road-b1f (diamond, pearl),sinnoh-victory-road-inside-b1f (diamond, pearl),sinnoh-victory-road-inside (diamond, pearl),sinnoh-victory-road-inside-exit (diamond, pearl),stark-mountain-entrance (diamond, pearl),stark-mountain-inside (diamond, pearl),acuity-lakefront-area (diamond, pearl),sinnoh-route-210-west-towards-celestic-town (diamond, pearl, platinum),sinnoh-route-211-east-towards-celestic-town (diamond, pearl, platinum),sinnoh-route-216-area (diamond, pearl),sinnoh-route-217-area (diamond, pearl),sinnoh-route-225-area (diamond, pearl, platinum),sinnoh-sea-route-226-area (diamond, pearl, platinum),mt-mortar-upper-cave (gold, silver, crystal, heartgold, soulsilver),mt-silver-2f (crystal),johto-route-47-inside-cave (heartgold, soulsilver),rock-tunnel-1f (gold, silver, crystal, heartgold, soulsilver),cerulean-cave-1f (firered, leafgreen, heartgold, soulsilver),cerulean-cave-2f (firered, leafgreen, heartgold, soulsilver),cerulean-cave-b1f (firered, leafgreen, heartgold, soulsilver),kanto-victory-road-2-1f (red, blue, firered, leafgreen),kanto-victory-road-2-2f (red, blue, yellow, firered, leafgreen),kanto-victory-road-2-3f (red, blue, yellow, firered, leafgreen),mt-ember-inside (firered, leafgreen),mt-ember-1f-cave-behind-team-rocket (firered, leafgreen)"
65,Alakazam,psychic,"bug,dark,ghost","fighting,psychic",none,
70,Weepinbell,"grass,poison","fire,flying,ice,psychic","electric,fairy,fighting,grass,grass,water",none,"sinnoh-route-224-area (diamond, pearl, platinum),sinnoh-route-229-area (diamond, pearl),sinnoh-sea-route-230-area (diamond, pearl, platinum),johto-route-44-area (gold, silver, crystal, heartgold, soulsilver),kanto-route-12-area (blue, yellow, leafgreen),kanto-route-13-area (blue, yellow, leafgreen),kanto-route-14-area (blue, yellow, leafgreen),kanto-route-15-area (blue, yellow, leafgreen),kanto-route-24-area (gold, silver, heartgold, soulsilver),kanto-route-25-area (gold, silver, heartgold, soulsilver),cerulean-cave-1f (yellow),cerulean-cave-2f (yellow),berry-forest-area (leafgreen),cape-brink-area (leafgreen),bond-bridge-area (leafgreen),water-path-area (leafgreen),kalos-route-14-area (x, y),kalos-route-16-area (x, y),kalos-route-19-area (x, y)"
66,Machop,fighting,"fairy,flying,psychic","bug,dark,rock",none,"mt-coronet-route-207 (diamond, pearl, platinum),mt-coronet-route-211 (diamond, pearl, platinum),sinnoh-route-206-area (platinum),sinnoh-route-207-area (diamond, pearl, platinum),sinnoh-route-208-area (diamond, pearl),sinnoh-route-210-west-towards-celestic-town (diamond, pearl, platinum),sinnoh-route-211-west-towards-eterna-city (platinum),mt-mortar-1f (gold, silver, crystal, heartgold, soulsilver),mt-mortar-lower-cave (gold, silver, crystal, heartgold, soulsilver),mt-mortar-upper-cave (gold, silver, crystal, heartgold, soulsilver),mt-mortar-b1f (gold, silver, crystal, heartgold, soulsilver),johto-route-47-inside-cave (heartgold, soulsilver),rock-tunnel-1f (gold, silver, crystal, firered, leafgreen, heartgold, soulsilver),rock-tunnel-b1f (red, blue, yellow, firered, leafgreen),kanto-route-10-area (yellow),rock-tunnel-b2f (red, blue, yellow),kanto-victory-road-2-1f (red, blue, firered, leafgreen),kanto-victory-road-2-2f (red, blue, firered, leafgreen),kanto-victory-road-2-3f (red, blue, firered, leafgreen),jagged-pass-area (ruby, sapphire, emerald),fiery-path-area (ruby, sapphire, emerald),hoenn-route-112-area (ruby, sapphire),mt-ember-area (firered, leafgreen),mt-ember-cave (firered, leafgreen),mt-ember-inside (firered, leafgreen),mt-ember-1f-cave-behind-team-rocket (firered, leafgreen),glittering-cave-unknown-area-303 (x, y)"
72,Tentacool,"water,poison","electric,ground,psychic","bug,fairy,fighting,fire,ice,poison,steel,water",none,"canalave-city-area (diamond, pearl, platinum),pastoria-city-area (diamond, pearl, platinum),sunyshore-city-area (platinum),valley-windworks-area (diamond, pearl, platinum),fuego-ironworks-area (diamond, pearl, platinum),iron-island-area (diamond, pearl, platinum),sinnoh-route-205-south-towards-floaroma-town (diamond, pearl, platinum),sinnoh-route-212-east-towards-pastoria-city (platinum),sinnoh-route-213-area (diamond, pearl, platinum),sinnoh-route-218-area (diamond, pearl, platinum),sinnoh-route-219-area (diamond, pearl, platinum),sinnoh-route-221-area (diamond, pearl, platinum),sinnoh-route-222-area (diamond, pearl, platinum),sinnoh-sea-route-220-area (diamond, pearl, platinum),new-bark-town-area (gold, silver, crystal, heartgold, soulsilver),cherrygrove-city-area (gold, silver, crystal, heartgold, soulsilver),johto-route-32-area (gold, silver, crystal, heartgold, soulsilver),union-cave-b2f (gold, silver, crystal, heartgold, soulsilver),johto-route-34-area (gold, silver, crystal, heartgold, soulsilver),olivine-city-area (gold, silver, crystal, heartgold, soulsilver),johto-sea-route-40-area (gold, silver, crystal, heartgold, soulsilver),johto-sea-route-41-area (gold, silver, crystal, heartgold, soulsilver),whirl-islands-1f (gold, silver, crystal, heartgold, soulsilver),cianwood-city-area (gold, silver, crystal, heartgold, soulsilver),johto-route-47-area (heartgold, soulsilver),seafoam-islands-b3f (yellow),seafoam-islands-b4f (yellow),kanto-route-12-area (red, blue, gold, silver, crystal, firered, leafgreen, heartgold, soulsilver),kanto-sea-route-19-area (red, blue, yellow, gold, silver, crystal, firered, leafgreen, heartgold, soulsilver),kanto-sea-route-20-area (red, blue, yellow, gold, silver, crystal, firered, leafgreen, heartgold, soulsilver),cinnabar-island-area (yellow, gold, silver, crystal, firered, leafgreen, heartgold, soulsilver),viridian-city-area (red, blue),cerulean-city-area (firered, leafgreen),vermilion-city-area (yellow, gold, silver, crystal, firered, leafgreen, heartgold, soulsilver),pallet-town-area (red, blue, yellow, gold, silver, crystal, firered, leafgreen, heartgold, soulsilver),kanto-route-26-area (gold, silver, crystal, heartgold, soulsilver),kanto-route-27-area (gold, silver, crystal, heartgold, soulsilver),kanto-route-4-area (firered, leafgreen),kanto-route-10-area (firered, leafgreen),kanto-route-11-area (yellow, firered, leafgreen),kanto-route-13-area (red, blue, yellow, gold, silver, crystal, firered, leafgreen, heartgold, soulsilver),kanto-route-17-area (red, blue, yellow),kanto-route-18-area (red, blue, yellow),kanto-sea-route-21-area (red, blue, yellow, gold, silver, crystal, firered, leafgreen, heartgold, soulsilver),kanto-route-24-area (firered, leafgreen),vermilion-city-ss-anne-dock (yellow, gold, silver, crystal, heartgold, soulsilver),slateport-city-area (ruby, sapphire, emerald),lilycove-city-area (ruby, sapphire, emerald),mossdeep-city-area (ruby, sapphire, emerald),sootopolis-city-area (sapphire, emerald),ever-grande-city-area (ruby, sapphire, emerald),seafloor-cavern-area (ruby, sapphire, emerald),shoal-cave-area (ruby, sapphire, emerald),abandoned-ship-area (ruby, sapphire, emerald),hoenn-route-103-area (ruby, sapphire, emerald),hoenn-route-105-area (ruby, sapphire, emerald),hoenn-route-106-area (ruby, sapphire, emerald),hoenn-route-107-area (ruby, sapphire, emerald),hoenn-route-108-area (ruby, sapphire, emerald),hoenn-route-109-area (ruby, sapphire, emerald),hoenn-route-110-area (ruby, sapphire, emerald),hoenn-route-115-area (ruby, sapphire, emerald),hoenn-route-118-area (ruby, sapphire, emerald),hoenn-route-119-area (ruby, sapphire, emerald),hoenn-route-121-area (ruby, sapphire, emerald),hoenn-route-122-area (ruby, sapphire, emerald),hoenn-route-123-area (ruby, sapphire, emerald),hoenn-route-124-area (ruby, sapphire, emerald),hoenn-route-125-area (ruby, sapphire, emerald),hoenn-route-126-area (ruby, sapphire, emerald),hoenn-route-127-area (ruby, sapphire, emerald),hoenn-route-128-area (ruby, sapphire, emerald),hoenn-route-129-area (ruby, sapphire, emerald),hoenn-route-130-area (ruby, sapphire, emerald),hoenn-route-131-area (ruby, sapphire, emerald),hoenn-route-132-area (ruby, sapphire, emerald),hoenn-route-133-area (ruby, sapphire, emerald),hoenn-route-134-area (ruby, sapphire, emerald),dewford-town-area (ruby, sapphire, emerald),pacifidlog-town-area (ruby, sapphire, emerald),ss-anne-area (firered, leafgreen),icefall-cave-waterfall (firered, leafgreen),kindle-road-area (firered, leafgreen),treasure-beach-area (firered, leafgreen),bond-bridge-area (firered, leafgreen),resort-gorgeous-area (firered, leafgreen),water-labyrinth-area (firered, leafgreen),five-isle-meadow-area (firered, leafgreen),memorial-pillar-area (firered, leafgreen),outcast-island-area (firered, leafgreen),green-path-area (firered, leafgreen),water-path-area (firered, leafgreen),trainer-tower-area (firered, leafgreen),tanoby-ruins-area (firered, leafgreen),one-island-area (firered, leafgreen),five-island-area (firered, leafgreen),ambrette-town-area (x, y),cyllage-city-area (x, y),shalour-city-area (x, y),kalos-route-8-area (x, y),kalos-route-12-area (x, y),azure-bay-area (x, y)"
71,Victreebel,"grass,poison","fire,flying,ice,psychic","electric,fairy,fighting,grass,grass,water",none,
68,Machamp,fighting,"fairy,flying,psychic","bug,dark,rock",none,
69,Bellsprout,"grass,poison","fire,flying,ice,psychic","electric,fairy,fighting,grass,grass,water",none,"sinnoh-route-224-area (platinum),sinnoh-route-229-area (diamond, pearl),sinnoh-sea-route-230-area (diamond, pearl, platinum),johto-route-31-area (gold, silver, crystal, heartgold, soulsilver),johto-route-32-area (gold, silver, crystal, heartgold, soulsilver),johto-route-36-area (crystal),johto-route-44-area (gold, silver, crystal, heartgold, soulsilver),kanto-route-12-area (blue, yellow, leafgreen),kanto-route-5-area (blue, gold, silver, leafgreen, heartgold, soulsilver),kanto-route-6-area (blue, gold, silver, leafgreen, heartgold, soulsilver),kanto-route-7-area (blue, leafgreen),kanto-route-13-area (blue, yellow, leafgreen),kanto-route-14-area (blue, yellow, leafgreen),kanto-route-15-area (blue, yellow, leafgreen),kanto-route-24-area (blue, yellow, gold, silver, crystal, leafgreen, heartgold, soulsilver),kanto-route-25-area (blue, yellow, gold, silver, crystal, leafgreen, heartgold, soulsilver),berry-forest-area (leafgreen),cape-brink-area (leafgreen),bond-bridge-area (leafgreen),water-path-area (leafgreen)"
73,Tentacruel,"water,poison","electric,ground,psychic","bug,fairy,fighting,fire,ice,poison,steel,water",none,"canalave-city-area (diamond, pearl, platinum),pastoria-city-area (diamond, pearl, platinum),sunyshore-city-area (diamond, pearl, platinum),sinnoh-pokemon-league-area (diamond, pearl, platinum),valley-windworks-area (diamond, pearl, platinum),fuego-ironworks-area (diamond, pearl, platinum),iron-island-area (diamond, pearl, platinum),sinnoh-route-205-south-towards-floaroma-town (diamond, pearl, platinum),sinnoh-route-212-east-towards-pastoria-city (platinum),sinnoh-route-213-area (diamond, pearl, platinum),sinnoh-route-218-area (diamond, pearl, platinum),sinnoh-route-219-area (diamond, pearl, platinum),sinnoh-route-221-area (diamond, pearl, platinum),sinnoh-route-222-area (diamond, pearl, platinum),sinnoh-route-224-area (diamond, pearl, platinum),sinnoh-sea-route-220-area (diamond, pearl, platinum),sinnoh-sea-route-223-area (diamond, pearl, platinum),sinnoh-sea-route-226-area (diamond, pearl, platinum),sinnoh-sea-route-230-area (diamond, pearl, platinum),new-bark-town-area (gold, silver, crystal, heartgold, soulsilver),cherrygrove-city-area (gold, silver, crystal, heartgold, soulsilver),johto-route-32-area (gold, silver, crystal, heartgold, soulsilver),union-cave-b2f (gold, silver, crystal, heartgold, soulsilver),johto-route-34-area (gold, silver, crystal, heartgold, soulsilver),olivine-city-area (gold, silver, crystal, heartgold, soulsilver),johto-sea-route-40-area (gold, silver, crystal, heartgold, soulsilver),johto-sea-route-41-area (gold, silver, crystal, heartgold, soulsilver),whirl-islands-1f (gold, silver, crystal, heartgold, soulsilver),whirl-islands-b2f (gold, silver, crystal, heartgold, soulsilver),whirl-islands-b3f (gold, silver, crystal),cianwood-city-area (gold, silver, crystal, heartgold, soulsilver),johto-route-47-area (heartgold, soulsilver),kanto-route-12-area (gold, silver, crystal, heartgold, soulsilver),kanto-sea-route-19-area (yellow, gold, silver, crystal, heartgold, soulsilver),kanto-sea-route-20-area (yellow, gold, silver, crystal, heartgold, soulsilver),cinnabar-island-area (gold, silver, crystal, heartgold, soulsilver),vermilion-city-area (gold, silver, crystal, heartgold, soulsilver),pallet-town-area (gold, silver, crystal, heartgold, soulsilver),kanto-route-26-area (gold, silver, crystal, heartgold, soulsilver),kanto-route-27-area (gold, silver, crystal, heartgold, soulsilver),kanto-route-13-area (gold, silver, crystal, heartgold, soulsilver),kanto-sea-route-21-area (yellow, gold, silver, crystal, heartgold, soulsilver),vermilion-city-ss-anne-dock (gold, silver, crystal, heartgold, soulsilver),abandoned-ship-area (ruby, sapphire, emerald),icefall-cave-waterfall (firered, leafgreen),kindle-road-area (firered, leafgreen),treasure-beach-area (firered, leafgreen),bond-bridge-area (firered, leafgreen),resort-gorgeous-area (firered, leafgreen),water-labyrinth-area (firered, leafgreen),five-isle-meadow-area (firered, leafgreen),memorial-pillar-area (firered, leafgreen),outcast-island-area (firered, leafgreen),green-path-area (firered, leafgreen),water-path-area (firered, leafgreen),trainer-tower-area (firered, leafgreen),tanoby-ruins-area (firered, leafgreen),one-island-area (firered, leafgreen),five-island-area (firered, leafgreen)"
74,Geodude,"rock,ground","fighting,grass,grass,ground,ice,steel,water,water","fire,flying,normal,poison,poison,rock",electric,"oreburgh-mine-1f (diamond, pearl, platinum),oreburgh-mine-b1f (diamond, pearl, platinum),mt-coronet-route-207 (diamond, pearl, platinum),mt-coronet-route-211 (diamond, pearl, platinum),ravaged-path-area (diamond, pearl),oreburgh-gate-1f (diamond, pearl, platinum),oreburgh-gate-b1f (diamond, pearl, platinum),stark-mountain-entrance (diamond, pearl),stark-mountain-inside (diamond, pearl),wayward-cave-1f (diamond, pearl, platinum),wayward-cave-b1f (diamond, pearl, platinum),ruin-maniac-cave-0-9-different-unown-caught (diamond, pearl, platinum),ruin-maniac-cave-10-25-different-unown-caught (diamond, pearl, platinum),maniac-tunnel-26-plus-different-unown-caught (diamond, pearl, platinum),iron-island-1f (diamond, pearl, platinum),iron-island-b1f-left (diamond, pearl),iron-island-b1f-right (diamond, pearl),iron-island-b2f-right (diamond, pearl),iron-island-b2f-left (diamond, pearl),iron-island-b3f (diamond, pearl),valor-lakefront-area (diamond, pearl),sinnoh-route-206-area (diamond, pearl, platinum),sinnoh-route-207-area (diamond, pearl, platinum),sinnoh-route-210-south-towards-solaceon-town (diamond, pearl, platinum),sinnoh-route-211-west-towards-eterna-city (diamond, pearl),sinnoh-route-214-area (diamond, pearl, platinum),sinnoh-route-215-area (diamond, pearl),ruins-of-alph-outside (heartgold, soulsilver),union-cave-1f (gold, silver, crystal, heartgold, soulsilver),union-cave-b1f (gold, silver, crystal, heartgold, soulsilver),union-cave-b2f (gold, silver, crystal, heartgold, soulsilver),johto-route-33-area (crystal),mt-mortar-1f (gold, silver, crystal, heartgold, soulsilver),mt-mortar-lower-cave (gold, silver, crystal, heartgold, soulsilver),mt-mortar-upper-cave (gold, silver, crystal, heartgold, soulsilver),mt-mortar-b1f (gold, silver, crystal, heartgold, soulsilver),johto-route-45-area (gold, silver, crystal, heartgold, soulsilver),johto-route-46-area (gold, silver, crystal, heartgold, soulsilver),dark-cave-violet-city-entrance (gold, silver, crystal, heartgold, soulsilver),dark-cave-blackthorn-city-entrance (gold, silver, crystal, heartgold, soulsilver),johto-route-47-inside-cave (heartgold, soulsilver),mt-moon-1f (red, blue, yellow, gold, silver, crystal, firered, leafgreen, heartgold, soulsilver),mt-moon-2f (heartgold, soulsilver),rock-tunnel-1f (gold, silver, crystal, firered, leafgreen, heartgold, soulsilver),rock-tunnel-b1f (red, blue, yellow, gold, silver, crystal, firered, leafgreen, heartgold, soulsilver),kanto-victory-road-1-3f (heartgold, soulsilver),cerulean-cave-1f (firered, leafgreen, heartgold, soulsilver),cerulean-cave-2f (firered, leafgreen),cerulean-cave-b1f (firered, leafgreen, heartgold, soulsilver),mt-moon-b1f (red, blue, yellow),mt-moon-b2f (red, blue, yellow, firered, leafgreen),rock-tunnel-b2f (red, blue, yellow),kanto-victory-road-2-1f (red, blue, yellow, firered, leafgreen),kanto-victory-road-2-2f (red, blue, yellow, firered, leafgreen),kanto-victory-road-2-3f (red, blue, yellow, firered, leafgreen),granite-cave-1f (ruby, sapphire, emerald),granite-cave-b2f (ruby, sapphire, emerald),hoenn-victory-road-b1f (ruby, sapphire, emerald),hoenn-route-111-area (ruby, sapphire, emerald),hoenn-route-114-area (ruby, sapphire, emerald),hoenn-safari-zone-neacro-bike-area (ruby, sapphire, emerald),magma-hideout-area (emerald),mt-ember-area (firered, leafgreen),mt-ember-cave (firered, leafgreen),mt-ember-inside (firered, leafgreen),mt-ember-1f-cave-behind-team-rocket (firered, leafgreen),mt-ember-b1f (firered, leafgreen),mt-ember-b2f (firered, leafgreen),kindle-road-area (firered, leafgreen),sevault-canyon-area (firered, leafgreen)"
75,Graveler,"rock,ground","fighting,grass,grass,ground,ice,steel,water,water","fire,flying,normal,poison,poison,rock",electric,"mt-coronet-2f (diamond, pearl, platinum),mt-coronet-3f (diamond, pearl, platinum),mt-coronet-4f (diamond, pearl, platinum),mt-coronet-5f (diamond, pearl, platinum),mt-coronet-6f (diamond, pearl, platinum),mt-coronet-7f (diamond, pearl, platinum),mt-coronet-cave (diamond, pearl, platinum),mt-coronet-route-216 (diamond, pearl, platinum),mt-coronet-b1f (diamond, pearl, platinum),sinnoh-victory-road-1f (diamond, pearl, platinum),sinnoh-victory-road-2f (diamond, pearl, platinum),sinnoh-victory-road-b1f (platinum),sinnoh-victory-road-inside-b1f (platinum),sinnoh-victory-road-inside (diamond, pearl, platinum),sinnoh-victory-road-inside-exit (diamond, pearl, platinum),stark-mountain-area (diamond, pearl, platinum),stark-mountain-entrance (diamond, pearl, platinum),stark-mountain-inside (diamond, pearl, platinum),sendoff-spring-area (platinum),snowpoint-temple-1f (diamond, pearl),snowpoint-temple-b1f (diamond, pearl),snowpoint-temple-b2f (diamond, pearl),snowpoint-temple-b3f (diamond, pearl),snowpoint-temple-b4f (diamond, pearl),snowpoint-temple-b5f (diamond, pearl),iron-island-1f (diamond, pearl, platinum),iron-island-b1f-left (diamond, pearl, platinum),iron-island-b1f-right (diamond, pearl, platinum),iron-island-b2f-right (diamond, pearl, platinum),iron-island-b2f-left (diamond, pearl, platinum),iron-island-b3f (diamond, pearl, platinum),valor-lakefront-area (diamond, pearl),sinnoh-route-211-east-towards-celestic-town (diamond, pearl, platinum),sinnoh-route-214-area (diamond, pearl, platinum),sinnoh-route-216-area (diamond, pearl, platinum),sinnoh-route-225-area (platinum),sinnoh-route-227-area (diamond, pearl, platinum),sinnoh-sea-route-226-area (platinum),mt-mortar-upper-cave (gold, silver, crystal, heartgold, soulsilver),johto-route-45-area (gold, silver, crystal, heartgold, soulsilver),dark-cave-blackthorn-city-entrance (gold, silver, crystal, heartgold, soulsilver),johto-route-47-inside-cave (heartgold, soulsilver),mt-silver-1f (gold, silver, crystal, heartgold, soulsilver),mt-silver-top (crystal),rock-tunnel-b1f (firered, leafgreen),kanto-victory-road-1-1f (gold, silver, crystal, heartgold, soulsilver),kanto-victory-road-1-2f (gold, silver, crystal, heartgold, soulsilver),kanto-victory-road-1-3f (gold, silver, crystal, heartgold, soulsilver),cerulean-cave-1f (yellow, firered, leafgreen, heartgold, soulsilver),cerulean-cave-2f (yellow, firered, leafgreen),cerulean-cave-b1f (yellow, firered, leafgreen, heartgold, soulsilver),kanto-victory-road-2-1f (red, blue, yellow),kanto-victory-road-2-2f (red, blue, yellow),kanto-victory-road-2-3f (red, blue, yellow),hoenn-victory-road-b1f (ruby, sapphire, emerald),magma-hideout-area (emerald),mt-ember-area (firered, leafgreen),mt-ember-inside (firered, leafgreen),mt-ember-1f-cave-behind-team-rocket (firered, leafgreen),mt-ember-b1f (firered, leafgreen),mt-ember-b2f (firered, leafgreen),kindle-road-area (firered, leafgreen),sevault-canyon-area (firered, leafgreen),challengers-cave-1f (black, white),challengers-cave-b1f (black, white),challengers-cave-b2f (black, white),kalos-route-13-area (x, y),kalos-route-18-area (x, y),kalos-victory-road-unknown-area-322 (x, y),kalos-victory-road-unknown-area-324 (x, y),kalos-victory-road-unknown-area-326 (x, y),kalos-victory-road-unknown-area-328 (x, y),terminus-cave-unknown-area-343 (x, y),terminus-cave-unknown-area-344 (x, y),terminus-cave-unknown-area-345 (x, y),terminus-cave-unknown-area-347 (x, y),terminus-cave-unknown-area-348 (x, y)"
76,Golem,"rock,ground","fighting,grass,grass,ground,ice,steel,water,water","fire,flying,normal,poison,poison,rock",electric,
77,Ponyta,fire,"ground,rock,water","bug,fairy,fire,grass,ice,steel",none,"sinnoh-route-206-area (diamond, pearl, platinum),sinnoh-route-207-area (platinum),sinnoh-route-210-south-towards-solaceon-town (diamond, pearl, platinum),sinnoh-route-211-west-towards-eterna-city (diamond, pearl),sinnoh-route-211-east-towards-celestic-town (diamond, pearl),sinnoh-route-214-area (diamond, pearl),sinnoh-route-215-area (diamond, pearl),mt-silver-outside (gold, silver, crystal, heartgold, soulsilver),kanto-route-26-area (gold, silver, crystal, heartgold, soulsilver),kanto-route-27-area (gold, silver, crystal, heartgold, soulsilver),kanto-route-28-area (gold, silver, crystal, heartgold, soulsilver),kanto-route-17-area (yellow),kanto-route-22-area (gold, silver, crystal, heartgold, soulsilver),pokemon-mansion-1f (red, blue),pokemon-mansion-2f (red, blue),pokemon-mansion-3f (red, blue),pokemon-mansion-b1f (red, blue),mt-ember-area (firered, leafgreen),kindle-road-area (firered, leafgreen)"
78,Rapidash,fire,"ground,rock,water","bug,fairy,fire,grass,ice,steel",none,"mt-silver-outside (gold, silver, crystal, heartgold, soulsilver),kanto-route-28-area (gold, silver, crystal, heartgold, soulsilver),mt-ember-area (firered, leafgreen),kindle-road-area (firered, leafgreen),unova-route-12-area (black, white)"
